CODGEO,total_establishment,micro_firms,small_firms,medium_firms,large_firms,agriculture_est,industry_est,construction_est,commerce_transport_est,public_est
11429,74,58,7,2,0,4,6,22,32,10
11430,15,8,4,0,0,1,0,5,7,2
11431,10,9,0,0,0,3,0,2,3,2
11432,7,7,0,0,0,0,0,1,5,1
11433,31,23,0,0,0,6,3,6,15,1
11434,21,15,4,0,0,4,2,2,10,3
11435,3,3,0,0,0,0,0,0,1,2
11436,9,7,2,0,0,2,1,1,3,2
11437,15,11,1,0,0,2,1,3,7,2
11438,2,2,0,0,0,0,0,0,1,1
11439,5,4,0,0,0,1,0,0,2,2
11440,2,2,0,0,0,0,0,1,0,1
11441,46,35,3,0,0,4,3,8,26,5
12001,16,12,2,0,0,2,4,4,3,3
12002,37,26,4,2,0,2,1,11,14,9
12003,6,5,0,0,0,2,0,1,2,1
12004,15,13,2,0,0,4,5,0,4,2
12006,19,17,1,0,0,13,1,2,1,2
12007,5,5,0,0,0,0,0,2,1,2
12008,20,17,3,0,0,8,5,3,2,2
12009,2,2,0,0,0,1,0,0,0,1
12010,9,9,0,0,0,4,0,1,2,2
12011,48,37,2,0,0,21,4,9,12,2
12012,12,11,0,0,0,0,0,4,5,3
12013,72,47,12,4,0,0,14,13,35,10
12015,17,11,0,0,0,10,0,0,6,1
12016,13,10,1,0,0,2,1,2,5,3
12017,8,6,0,0,0,2,0,1,4,1
12018,4,3,0,0,0,1,1,1,0,1
12019,6,5,0,0,0,5,0,0,0,1
12021,48,35,6,0,0,16,3,6,17,6
12022,3,1,0,0,0,1,0,0,1,1
12023,4,3,0,0,0,1,0,2,0,1
12024,7,4,1,0,0,0,1,1,4,1
12025,47,32,9,3,0,3,2,5,19,18
12026,25,20,2,0,0,8,3,6,6,2
12027,4,4,0,0,0,1,1,0,1,1
12028,9,6,1,0,0,0,4,1,2,2
12029,5,5,0,0,0,2,0,1,1,1
12030,7,4,2,0,0,2,2,0,2,1
12031,6,6,0,0,0,1,0,0,3,2
12032,15,14,0,0,0,7,1,2,3,2
12033,136,93,19,9,0,11,17,19,79,10
12034,5,4,0,0,0,1,0,1,1,2
12035,7,7,0,0,0,3,1,0,2,1
12036,30,23,4,0,0,12,3,6,7,2
12037,14,12,1,0,0,8,0,0,3,3
12038,7,6,0,0,0,4,1,0,1,1
12039,15,12,1,0,0,1,4,0,6,4
12041,3,2,0,0,0,2,0,0,0,1
12042,11,9,0,0,0,8,1,0,1,1
12043,72,47,17,4,1,11,9,13,32,7
12044,55,45,7,0,0,4,7,10,24,10
12045,6,5,0,0,0,3,0,1,2,0
12046,7,7,0,0,0,3,0,1,1,2
12047,17,13,3,0,0,3,2,2,7,3
12048,13,8,3,0,0,0,1,9,2,1
12049,13,10,0,0,0,3,2,1,4,3
12050,19,16,0,0,0,7,0,2,8,2
12051,13,13,0,0,0,5,2,2,2,2
12052,136,88,28,9,0,0,24,10,79,23
12053,9,7,1,0,0,2,2,1,2,2
12054,11,9,0,1,0,5,1,1,1,3
12055,2,2,0,0,0,1,0,0,0,1
12056,166,114,35,4,0,11,16,18,99,22
12057,59,46,9,0,0,10,6,9,19,15
12058,8,5,1,0,0,3,1,0,3,1
12059,13,12,1,0,0,5,0,1,3,4
12060,3,3,0,0,0,2,0,0,0,1
12061,17,14,1,0,0,7,2,3,3,2
12062,12,9,1,0,0,4,0,0,5,3
12063,61,42,11,2,0,4,17,4,30,6
12064,11,10,0,0,0,4,1,1,4,1
12065,12,9,0,0,0,8,0,1,2,1
12066,29,25,2,2,0,8,2,5,9,5
12067,3,0,0,0,0,1,0,1,1,0
12068,24,21,2,0,0,12,2,1,5,4
12069,10,9,0,0,0,7,1,0,1,1
12070,15,11,1,0,0,4,0,4,6,1
12071,7,6,0,0,0,1,1,1,2,2
12072,9,4,1,0,0,2,0,0,6,1
12073,19,18,0,0,0,9,1,4,2,3
12074,4,4,0,0,0,3,0,0,0,1
12075,3,2,0,0,0,0,1,0,1,1
12076,83,59,4,0,0,8,9,10,49,7
12077,21,15,4,0,0,8,3,0,6,4
12078,6,5,0,0,0,5,0,0,0,1
12079,11,10,0,0,0,7,1,0,1,2
12080,27,23,2,0,0,5,4,2,10,6
12082,14,8,0,0,0,2,1,0,9,2
12083,38,26,6,0,0,0,3,6,21,8
12084,68,52,9,2,0,3,9,13,40,3
12085,7,5,0,0,0,5,0,0,1,1
12086,4,3,1,0,0,1,0,1,0,2
12088,13,11,0,0,0,8,1,0,3,1
12089,257,193,34,11,1,3,19,19,153,63
12090,70,53,8,3,0,15,6,11,26,12
12091,14,9,0,0,0,4,1,0,6,3
12092,34,30,1,0,0,15,3,1,11,4
12093,7,4,2,0,0,2,0,1,3,1
12094,60,47,4,1,0,2,6,8,36,8
12095,6,5,0,0,0,2,0,2,0,2
12096,283,221,37,4,1,5,22,28,195,33
12097,9,8,0,0,0,1,1,4,2,1
12098,28,20,2,0,0,1,1,7,13,6
12099,10,7,0,0,0,1,0,4,3,2
12100,42,34,4,2,0,2,6,12,15,7
12101,16,10,4,1,0,0,4,2,5,5
12102,80,64,4,0,0,28,6,20,18,8
12103,5,5,0,0,0,3,0,1,0,1
12104,14,11,0,0,0,1,0,3,6,4
12105,46,41,3,0,0,6,7,4,24,5
12106,14,12,1,0,0,8,1,0,3,2
12107,9,7,0,0,0,4,2,0,1,2
12108,9,7,0,0,0,2,0,1,4,2
12109,8,6,1,0,0,4,0,0,2,2
12110,11,8,0,0,0,2,1,1,6,1
12111,15,13,0,0,0,6,2,1,4,2
12113,10,8,0,1,0,6,0,1,1,2
12115,7,5,1,0,0,0,1,0,4,2
12116,19,16,0,0,0,10,2,2,3,2
12118,20,17,0,0,0,4,1,5,7,3
12119,147,108,13,5,0,16,16,10,93,12
12120,107,80,12,2,0,7,12,10,62,16
12121,34,30,2,0,0,3,5,2,19,5
12122,4,4,0,0,0,1,0,1,1,1
12124,4,4,0,0,0,1,0,0,1,2
12125,4,4,0,0,0,0,0,0,2,2
12127,23,18,2,0,0,8,3,3,5,4
12128,5,4,0,0,0,2,0,1,1,1
12129,20,17,1,0,0,10,1,1,6,2
12130,30,20,4,1,0,8,4,1,11,6
12131,56,38,10,5,0,3,9,8,33,3
12133,238,170,47,4,0,9,19,36,153,21
12134,6,4,1,0,0,0,0,2,2,2
12135,12,10,1,0,0,3,0,2,4,3
12136,36,25,3,0,0,8,6,7,12,3
12137,23,17,3,0,0,7,0,2,11,3
12138,78,60,13,1,0,2,3,5,47,21
12139,3,3,0,0,0,0,0,0,2,1
12140,31,22,6,1,0,7,6,2,11,5
12141,7,5,1,0,0,3,1,0,1,2
12142,16,11,3,0,0,4,2,4,4,2
12143,7,7,0,0,0,6,0,0,0,1
12144,6,6,0,0,0,4,0,0,1,1
12145,959,702,142,21,2,17,65,87,652,138
12146,40,21,11,1,0,2,5,12,17,4
12147,4,4,0,0,0,0,0,2,0,2
12148,61,45,13,0,0,3,8,7,32,11
12149,5,4,1,0,0,1,0,2,1,1
12150,13,10,2,0,0,2,2,0,5,4
12151,9,8,1,0,0,0,3,1,2,3
12152,8,8,0,0,0,0,3,1,3,1
12153,7,6,1,0,0,2,0,1,1,3
12154,26,22,2,0,0,5,3,4,11,3
12155,12,10,1,0,0,4,0,2,4,2
12156,26,20,0,0,0,16,2,1,5,2
12157,37,28,5,0,1,8,2,4,18,5
12158,6,4,1,0,0,0,1,0,3,2
12159,11,9,2,0,0,2,1,1,4,3
12160,19,4,0,0,0,1,0,1,16,1
12161,7,5,0,0,0,1,0,1,4,1
12162,19,18,0,0,0,6,3,3,5,2
12163,9,7,2,0,0,1,1,2,2,3
12164,58,40,11,1,0,8,6,3,33,8
12165,5,4,0,0,0,2,0,0,2,1
12166,1,1,0,0,0,0,0,0,0,1
12167,46,32,2,0,0,8,5,3,26,4
12168,49,35,5,2,0,12,5,3,21,8
12169,105,78,17,2,0,3,13,9,65,15
12170,3,3,0,0,0,1,0,0,1,1
12171,13,12,0,0,0,3,1,1,5,3
12172,13,10,3,0,0,3,1,1,4,4
12174,112,78,23,5,2,4,14,23,57,14
12175,5,4,0,0,0,2,0,1,1,1
12176,558,385,108,27,3,16,36,57,411,38
12177,30,25,4,0,0,14,0,4,7,5
12178,8,5,1,0,0,0,1,4,2,1
12179,2,2,0,0,0,1,0,0,0,1
12180,5,4,0,0,0,0,0,0,4,1
12181,5,4,0,0,0,1,0,2,1,1
12182,19,13,2,0,0,6,4,3,4,2
12183,8,5,1,0,0,1,1,1,4,1
12184,3,2,0,0,0,2,0,0,0,1
12185,76,52,15,2,0,13,8,7,31,17
12186,8,7,0,0,0,5,0,2,0,1
12187,3,2,0,0,0,2,0,0,0,1
12188,18,16,0,0,0,11,1,0,4,2
12189,9,8,0,0,0,4,1,0,2,2
12190,6,6,0,0,0,1,0,0,3,2
12191,8,7,1,0,0,1,0,1,4,2
12192,6,5,0,0,0,2,1,0,2,1
12193,10,9,0,0,0,2,2,2,2,2
12194,11,10,0,0,0,3,0,2,4,2
12195,29,25,1,0,0,13,3,1,10,2
12197,106,82,16,1,0,5,6,16,63,16
12198,115,77,18,4,0,5,11,10,63,26
12199,83,56,15,3,0,5,6,5,51,16
12200,43,29,3,1,0,2,5,5,27,4
12201,30,25,2,0,0,14,2,3,9,2
12202,1527,1101,253,69,10,10,82,88,1108,239
12203,49,25,9,7,1,3,13,6,26,1
12204,10,7,0,0,0,1,1,0,7,1
12205,17,13,1,0,1,0,3,7,5,2
12206,10,10,0,0,0,1,1,3,3,2
12207,9,8,1,0,0,2,0,1,4,2
12208,328,252,41,11,1,10,34,34,202,48
12209,43,33,4,1,0,4,3,4,23,9
12210,11,8,0,0,0,4,0,3,2,2
12211,7,5,2,0,0,2,0,1,3,1
12212,3,2,0,0,0,1,0,0,1,1
12213,19,15,1,0,0,1,2,8,5,3
12214,34,22,1,1,0,5,2,1,19,7
12215,37,29,4,0,0,4,1,4,24,4
12216,38,30,3,2,0,4,2,6,20,6
12217,15,13,0,1,0,6,2,2,2,3
12219,13,7,0,0,0,2,2,1,7,1
12220,14,12,1,0,0,5,0,0,8,1
12221,16,11,3,0,0,4,2,3,5,2
12222,5,4,0,0,0,3,0,0,0,2
12223,72,55,4,1,0,22,7,9,24,10
12224,108,89,9,1,1,4,9,15,59,21
12225,60,47,6,1,0,6,6,14,26,8
12226,8,7,0,0,0,2,1,1,2,2
12227,1,1,0,0,0,0,0,0,0,1
12228,10,7,0,0,0,4,0,2,2,2
12229,6,5,0,0,0,1,0,1,3,1
12230,20,14,3,1,0,7,2,1,7,3
12231,26,16,2,0,0,2,3,4,14,3
12232,9,6,1,0,0,3,1,0,3,2
12233,9,8,0,0,0,5,0,1,1,2
12234,9,9,0,0,0,2,1,1,3,2
12235,4,4,0,0,0,1,0,0,2,1
12236,5,4,0,0,0,4,0,0,0,1
12237,23,19,0,1,0,5,0,6,7,5
12238,21,18,2,1,0,6,2,4,6,3
12239,7,6,0,0,0,1,1,1,2,2
12240,12,11,0,0,0,2,0,2,6,2
12241,61,37,13,3,0,12,13,5,25,6
12242,18,12,5,1,0,1,3,2,10,2
12243,23,19,1,0,0,4,2,2,8,7
12244,42,32,3,2,0,7,3,6,18,8
12246,18,14,2,0,0,7,1,3,5,2
12247,16,14,0,0,0,11,0,1,2,2
12248,30,21,4,1,0,3,2,0,16,9
12249,8,8,0,0,0,1,0,2,3,2
12250,7,5,0,0,0,1,1,1,3,1
12251,9,8,1,0,0,0,1,4,2,2
12252,7,7,0,0,0,2,2,1,0,2
12253,75,53,8,0,0,12,8,11,32,12
12254,60,45,6,2,0,12,5,12,23,8
12255,26,22,1,0,0,5,3,3,8,7
12256,6,5,0,0,0,2,0,3,0,1
12257,17,9,1,1,0,5,2,3,5,2
12258,21,16,1,0,0,6,2,2,7,4
12259,14,12,0,0,0,2,2,1,6,3
12260,8,5,1,0,0,1,2,1,3,1
12261,4,4,0,0,0,1,1,0,1,1
12262,26,19,1,1,0,3,3,2,13,5
12263,47,37,7,1,0,8,7,12,17,3
12264,98,79,12,3,0,4,7,9,60,18
12265,10,9,0,0,0,1,1,3,3,2
12266,32,27,2,0,0,18,1,6,4,3
12267,27,24,0,0,0,16,2,2,6,1
12268,16,15,0,0,0,6,0,2,5,3
12269,6,4,0,0,0,4,0,1,0,1
12270,192,149,20,3,0,33,15,20,100,24
12272,8,7,0,1,0,0,1,4,1,2
12273,18,14,2,0,0,5,1,1,8,3
12274,10,8,0,0,0,4,1,0,4,1
12275,2,2,0,0,0,0,0,0,1,1
12276,13,10,0,0,0,4,0,2,5,2
12277,28,22,2,0,0,8,2,6,9,3
12278,2,1,0,0,0,0,0,1,0,1
12280,17,15,1,0,0,3,4,2,6,2
12281,7,7,0,0,0,1,2,1,1,2
12282,11,7,1,0,0,1,2,0,5,3
12283,17,14,0,0,0,10,1,1,3,2
12284,13,7,3,0,0,3,2,0,4,4
12286,54,44,7,1,0,7,1,3,38,5
12287,18,9,0,1,0,3,2,2,9,2
12288,27,20,1,0,0,3,2,5,14,3
12289,6,4,0,0,0,3,0,0,2,1
12290,10,10,0,0,0,2,0,1,5,2
12291,10,6,1,1,0,2,1,1,3,3
12292,17,13,1,0,0,8,1,2,3,3
12293,5,4,0,0,0,0,0,1,2,2
12294,31,27,1,0,0,19,2,0,8,2
12295,5,5,0,0,0,2,0,0,2,1
12296,15,11,2,0,0,5,0,3,4,3
12297,20,17,0,0,0,15,1,0,2,2
12298,18,15,2,0,0,1,2,3,6,6
12299,48,34,8,0,0,4,6,7,25,6
12300,550,410,84,14,2,3,54,31,390,72
12301,82,63,7,3,0,8,12,11,45,6
12303,6,5,1,0,0,1,0,0,3,2
12305,25,15,5,1,2,0,6,1,12,6
12307,18,15,2,0,0,9,0,2,5,2
13001,8086,5765,1252,301,71,48,332,575,6253,878
13002,461,367,36,9,2,1,26,87,298,49
13003,71,62,4,0,0,8,2,21,32,8
13004,2186,1613,246,44,5,189,116,203,1435,243
13005,2438,1755,398,75,10,27,203,250,1686,272
13006,49,40,0,0,0,18,3,10,15,3
13007,277,224,24,2,1,5,19,46,180,27
13008,14,10,1,0,0,4,0,0,6,4
13009,22,16,3,0,0,1,1,5,12,3
13010,123,81,18,1,0,16,14,20,62,11
13011,73,34,6,2,0,3,2,4,61,3
13012,9,7,0,1,0,0,0,2,4,3
13013,34,26,3,2,0,0,2,6,21,5
13014,442,333,60,12,3,55,38,104,214,31
13015,555,381,95,26,3,2,34,83,365,71
13016,121,104,4,3,0,0,8,22,77,14
13017,60,42,6,0,0,19,2,11,23,5
13018,130,94,13,3,1,22,11,18,65,14
13019,543,385,97,14,2,5,17,41,446,34
13020,48,41,1,0,0,0,3,10,27,8
13021,212,161,14,2,0,0,7,22,162,21
13022,426,313,36,5,0,9,11,19,357,30
13023,109,89,3,2,0,1,5,24,66,13
13024,63,48,6,0,0,9,5,8,35,6
13025,91,62,15,4,0,2,10,10,61,8
13026,470,346,67,13,4,4,37,93,287,49
13027,704,530,101,15,1,78,43,72,467,44
13028,1511,1156,172,32,6,8,126,144,1077,156
13029,30,22,2,0,0,9,1,9,9,2
13030,96,77,6,1,0,2,2,35,48,9
13031,135,105,14,4,1,0,10,14,90,21
13032,456,348,56,7,1,8,41,60,314,33
13033,111,89,9,1,0,0,11,12,76,12
13034,130,103,9,1,1,18,6,23,76,7
13035,207,162,14,3,0,31,7,33,114,22
13036,206,149,20,4,0,56,8,33,91,18
13037,206,155,22,5,1,9,15,35,123,24
13038,129,100,11,3,0,15,8,18,74,14
13039,538,349,107,26,13,0,78,61,357,42
13040,286,234,20,8,0,8,16,45,187,30
13041,768,560,117,23,3,6,65,115,506,76
13042,554,390,106,19,4,6,55,75,383,35
13043,255,204,24,8,1,4,23,57,140,31
13044,141,109,13,8,0,15,9,17,93,7
13045,187,145,21,2,0,35,9,41,93,9
13046,117,89,9,5,1,0,10,16,79,12
13047,962,714,128,35,4,24,63,84,652,139
13048,90,68,7,2,0,10,6,11,48,15
13049,64,49,9,2,1,9,8,6,34,7
13050,284,215,32,7,0,29,31,36,158,30
13051,282,214,33,5,1,21,30,73,140,18
13052,85,64,10,2,0,23,5,15,32,10
13053,244,172,39,3,0,28,18,27,147,24
13054,967,664,158,38,10,1,54,189,604,119
13056,1381,1020,172,47,9,6,95,137,979,164
13057,17,13,1,0,0,2,1,2,7,5
13058,151,118,12,2,0,21,9,11,95,15
13059,100,80,5,4,0,6,7,17,56,14
13060,391,249,99,15,1,10,37,62,261,21
13061,13,8,2,0,0,8,0,1,2,2
13062,96,66,12,2,0,4,7,16,57,12
13063,670,505,94,22,1,9,33,84,461,83
13064,89,69,9,1,0,19,9,11,42,8
13065,118,100,5,1,0,28,8,11,63,8
13066,231,163,19,5,1,62,14,35,105,15
13067,122,85,18,4,1,23,7,19,63,10
13068,50,43,2,0,0,2,4,8,31,5
13069,232,197,12,3,2,7,7,44,148,26
13070,277,188,46,9,3,2,21,45,178,31
13071,837,601,143,24,5,11,60,138,556,72
13072,100,72,15,4,0,3,13,11,69,4
13073,159,125,14,3,0,1,17,38,90,13
13074,111,84,12,6,0,1,13,15,70,12
13075,307,258,26,5,0,3,10,40,212,42
13076,153,100,31,7,0,15,13,22,93,10
13077,389,263,54,22,2,2,34,46,257,50
13078,238,171,43,3,2,9,19,11,173,26
13079,62,46,6,0,0,22,2,2,27,9
13080,157,107,19,7,1,16,11,23,88,19
13081,370,265,67,16,1,2,42,63,228,35
13082,132,99,10,3,0,15,4,13,82,18
13083,154,114,20,4,0,30,15,25,73,11
13084,147,106,22,7,0,6,14,17,89,21
13085,219,163,32,6,0,3,25,41,139,11
13086,251,199,24,4,1,4,7,52,161,27
13087,284,168,77,13,5,16,46,16,188,18
13088,188,145,20,3,0,0,19,38,121,10
13089,160,116,21,2,0,31,19,18,79,13
13090,12,9,0,0,0,1,0,2,7,2
13091,263,204,29,3,0,11,21,39,175,17
13092,163,124,15,8,0,3,21,33,86,20
13093,7,6,0,1,0,1,0,0,3,3
13094,89,62,15,3,4,18,3,16,45,7
13095,27,22,1,1,0,0,1,1,21,4
13096,315,187,8,2,0,26,6,9,264,10
13097,518,369,80,15,3,97,38,38,301,44
13098,216,160,26,3,1,0,10,35,156,15
13099,87,49,19,12,2,0,13,14,53,7
13100,802,608,85,12,1,69,47,75,554,57
13101,58,47,5,1,0,0,1,13,36,8
13102,358,278,42,14,0,1,24,83,225,25
13103,1771,1308,247,50,7,43,84,190,1262,192
13104,179,139,9,3,0,3,7,15,138,16
13105,212,150,24,4,0,34,17,24,124,13
13106,287,226,30,5,1,1,15,59,183,29
13107,104,85,8,3,0,0,6,19,57,22
13108,528,397,63,13,3,70,53,55,295,55
13109,197,152,22,4,1,4,7,14,158,14
13110,390,312,32,3,3,25,21,62,244,38
13111,28,15,5,1,0,1,1,3,18,5
13112,290,219,38,9,0,2,29,54,175,30
13113,466,358,56,8,1,5,29,41,345,46
13114,137,107,11,1,0,5,5,18,92,17
13115,43,37,4,0,0,4,4,5,25,5
13116,44,30,10,0,0,10,5,7,16,6
13117,1777,1086,439,95,12,1,145,180,1314,137
13118,63,49,7,2,0,1,6,13,36,7
13119,221,181,13,7,0,0,20,33,146,22
13201,3501,2584,360,53,10,0,111,216,2929,245
13202,1877,1243,324,86,20,0,68,95,1569,145
13203,1110,771,154,33,16,1,58,125,750,176
13204,1195,916,98,29,4,0,48,145,804,198
13205,1051,788,110,20,8,0,57,149,688,157
13206,3231,2501,320,53,15,0,107,163,2608,353
13207,1209,910,109,27,6,2,50,88,927,142
13208,3690,2797,443,107,19,2,106,275,2695,612
13209,1455,1065,180,55,21,2,64,143,952,294
13210,1230,889,170,46,10,0,65,200,794,171
13211,1801,1278,304,57,8,1,99,266,1223,212
13212,1486,1170,139,43,8,3,63,183,979,258
13213,1597,1191,194,73,9,0,87,223,983,304
13214,1541,1061,291,50,9,3,104,277,932,225
13215,2025,1422,294,61,13,0,147,379,1277,222
13216,1136,769,203,47,6,6,65,139,821,105
14001,24,21,2,0,0,2,1,9,9,3
14003,4,4,0,0,0,2,0,1,0,1
14005,32,25,3,0,0,12,2,9,7,2
14006,13,12,1,0,0,2,0,1,8,2
14007,5,5,0,0,0,1,0,1,2,1
14009,22,17,3,0,0,5,1,6,8,2
14011,36,27,2,1,0,12,1,7,10,6
14012,6,4,1,0,0,0,2,1,2,1
14014,24,22,1,0,0,3,0,5,11,5
14015,19,14,0,0,0,3,1,2,11,2
14016,22,16,2,0,0,2,2,7,10,1
14019,4,4,0,0,0,2,0,2,0,0
14020,117,85,16,5,0,3,14,16,62,22
14021,45,23,4,0,0,0,1,2,41,1
14022,24,18,2,0,0,4,2,0,16,2
14023,5,4,0,0,0,3,0,0,1,1
14024,16,13,0,0,0,0,1,2,12,1
14025,6,5,0,0,0,3,0,1,1,1
14026,16,14,2,0,0,1,1,5,6,3
14027,109,86,11,5,0,9,11,11,62,16
14030,25,15,5,0,0,2,1,4,15,3
14032,6,6,0,0,0,3,0,0,2,1
14033,3,3,0,0,0,0,0,1,1,1
14034,9,8,0,0,0,1,0,4,2,2
14035,33,25,6,0,0,2,3,7,16,5
14036,8,8,0,0,0,3,0,2,2,1
14037,5,4,0,0,0,0,0,2,1,2
14038,15,12,0,0,0,6,1,3,4,1
14039,9,7,1,0,0,4,1,2,0,2
14040,9,7,0,0,0,2,0,1,5,1
14041,3,3,0,0,0,1,0,0,1,1
14042,14,11,1,1,0,2,0,0,9,3
14043,2,2,0,0,0,1,0,0,0,1
14044,19,15,0,0,0,2,2,4,9,2
14045,16,14,0,0,0,1,1,2,10,2
14046,33,27,2,2,0,4,4,4,16,5
14047,627,457,93,20,4,3,39,21,471,93
14049,4,4,0,0,0,1,0,1,1,1
14050,4,4,0,0,0,1,1,0,1,1
14053,4,4,0,0,0,1,0,0,2,1
14054,3,3,0,0,0,0,0,0,1,2
14055,23,20,0,0,0,3,2,3,12,3
14057,30,22,4,0,0,3,4,4,16,3
14059,22,16,1,0,0,0,1,0,20,1
14060,49,31,10,0,0,0,2,13,30,4
14061,197,148,20,2,0,52,19,27,71,28
14062,13,11,0,0,0,3,1,5,4,0
14063,7,6,0,0,0,2,1,1,1,2
14064,5,4,1,0,0,3,1,0,0,1
14066,33,30,2,0,0,2,1,8,20,2
14068,100,77,13,2,0,1,4,11,67,17
14069,25,14,3,4,0,0,5,5,12,3
14070,13,11,1,0,0,4,1,0,7,1
14076,120,80,23,4,2,1,22,16,62,19
14077,25,22,1,0,0,0,2,4,14,5
14078,9,7,0,0,0,6,0,0,3,0
14079,53,41,2,1,0,1,1,4,43,4
14080,5,4,0,0,0,1,0,1,2,1
14082,9,7,1,0,0,1,1,4,0,3
14083,29,28,1,0,0,5,2,5,13,4
14084,4,4,0,0,0,0,0,0,3,1
14085,18,14,0,0,0,5,2,3,6,2
14086,10,8,1,0,0,1,0,3,5,1
14087,6,3,0,0,0,4,0,0,1,1
14088,6,5,0,0,0,0,0,1,3,2
14089,3,3,0,0,0,1,0,1,0,1
14090,12,9,0,1,0,1,1,2,5,3
14091,6,4,1,0,0,4,0,0,1,1
14092,126,88,27,5,1,9,14,46,50,7
14093,9,6,1,0,0,0,0,0,8,1
14096,5,4,0,0,0,3,0,0,1,1
14097,4,3,0,0,0,1,0,1,1,1
14098,141,104,22,3,0,13,9,28,80,11
14100,68,44,18,1,0,6,6,10,33,13
14101,222,143,58,7,1,0,19,47,136,20
14102,32,21,11,0,0,2,7,8,9,6
14103,4,3,0,0,0,0,0,1,2,1
14104,6,5,0,0,0,0,0,1,4,1
14106,13,11,0,0,0,4,0,1,6,2
14107,6,6,0,0,0,4,0,0,1,1
14110,1,1,0,0,0,0,0,0,0,1
14111,6,5,0,0,0,1,0,2,2,1
14116,2,1,0,0,0,0,0,0,1,1
14117,270,193,24,6,0,3,11,12,228,16
14118,4390,3226,567,163,51,7,154,186,3362,681
14119,75,55,13,2,0,3,7,13,44,8
14120,40,34,4,0,0,8,4,6,17,5
14121,9,8,0,0,0,2,2,0,4,1
14122,3,2,1,0,0,2,0,0,0,1
14123,26,20,6,0,0,1,1,4,14,6
14124,21,16,0,0,0,6,1,1,10,3
14125,18,12,3,0,0,2,2,1,11,2
14126,54,42,7,0,0,10,4,7,28,5
14127,4,3,1,0,0,1,1,0,0,2
14130,5,5,0,0,0,1,1,1,1,1
14131,8,5,1,0,0,1,0,0,6,1
14132,7,6,0,0,0,4,0,2,0,1
14134,4,4,0,0,0,1,0,1,0,2
14135,5,5,0,0,0,0,0,0,4,1
14136,2,2,0,0,0,0,0,0,1,1
14137,225,136,61,16,2,1,24,34,150,16
14138,6,5,0,0,0,5,0,0,0,1
14140,6,4,0,0,0,5,0,0,1,0
14141,7,6,0,0,0,5,0,1,0,1
14143,75,58,7,4,0,7,4,8,40,16
14145,10,7,1,0,0,1,0,2,6,1
14146,4,2,0,0,0,0,0,1,2,1
14147,1,1,0,0,0,0,0,0,0,1
14149,6,6,0,0,0,2,1,0,1,2
14150,33,28,2,1,0,9,1,6,11,6
14159,2,1,1,0,0,0,1,0,0,1
14160,7,4,2,0,0,1,1,0,4,1
14161,16,12,3,0,0,4,0,4,7,1
14162,42,23,7,1,0,8,5,1,24,4
14163,10,9,0,0,0,1,0,5,3,1
14165,12,9,1,0,0,1,0,0,9,2
14166,52,39,8,0,0,1,2,10,31,8
14167,304,183,84,19,3,2,32,31,216,23
14168,4,4,0,0,0,2,0,1,1,0
14169,4,2,0,0,0,0,0,0,3,1
14171,3,3,0,0,0,2,0,0,0,1
14172,12,8,1,0,0,6,0,1,4,1
14173,10,9,0,0,0,3,0,5,1,1
14174,197,138,31,12,1,11,30,12,117,27
14175,3,3,0,0,0,0,0,0,2,1
14177,13,11,2,0,0,3,3,1,4,2
14179,8,6,0,0,0,3,0,3,1,1
14180,5,5,0,0,0,0,0,1,2,2
14181,147,92,32,14,2,0,11,33,90,13
14182,6,5,1,0,0,2,1,0,1,2
14183,4,4,0,0,0,0,0,1,2,1
14184,5,4,0,0,0,1,0,2,1,1
14190,4,3,0,0,0,1,0,0,2,1
14191,195,149,25,4,0,5,7,17,150,16
14193,7,5,1,0,0,1,1,1,2,2
14194,10,10,0,0,0,2,2,2,2,2
14195,3,2,0,0,0,1,1,0,0,1
14196,9,8,1,0,0,2,1,0,5,1
14197,20,14,1,1,0,1,2,3,11,3
14198,6,3,1,0,0,2,0,1,2,1
14200,57,38,10,4,0,7,5,8,30,7
14202,20,14,3,1,0,1,0,0,7,12
14203,6,6,0,0,0,3,0,0,2,1
14204,9,6,2,0,0,6,0,1,1,1
14205,5,3,0,0,0,1,0,2,1,1
14206,6,5,1,0,0,1,0,1,2,2
14207,12,10,1,0,0,2,0,4,5,1
14209,11,8,2,0,0,3,0,5,2,1
14211,4,4,0,0,0,1,0,0,2,1
14214,7,6,1,0,0,2,0,0,4,1
14215,31,24,5,0,0,0,2,7,16,6
14216,4,3,0,0,0,1,0,2,0,1
14218,8,7,0,0,0,2,0,2,2,2
14220,569,445,69,6,2,2,17,12,495,43
14221,81,59,16,4,0,1,9,16,48,7
14223,1,1,0,0,0,0,0,0,0,1
14224,0,0,0,0,0,0,0,0,0,0
14225,213,159,27,7,1,2,17,25,145,24
14226,3,3,0,0,0,0,0,2,0,1
14227,6,4,1,0,0,2,0,0,3,1
14228,203,154,23,11,0,3,18,29,129,24
14229,73,46,14,6,0,0,6,4,44,19
14230,5,5,0,0,0,0,0,0,4,1
14231,18,17,0,0,0,10,1,4,2,1
14232,5,4,0,0,0,3,0,1,0,1
14236,10,8,0,2,0,5,0,0,2,3
14237,8,8,0,0,0,1,1,3,1,2
14238,5,4,0,0,0,3,0,0,2,0
14239,7,7,0,0,0,6,0,0,0,1
14240,6,6,0,0,0,2,0,1,1,2
14241,15,13,1,0,0,3,1,2,5,4
