CODGEO,total_establishment,micro_firms,small_firms,medium_firms,large_firms,agriculture_est,industry_est,construction_est,commerce_transport_est,public_est
69093,24,18,3,0,1,2,4,5,9,4
69094,149,118,16,3,0,1,12,31,91,14
69095,21,14,6,0,0,4,3,5,7,2
69096,214,151,35,10,1,1,26,43,128,16
69097,17,14,1,0,0,4,1,2,8,2
69098,10,8,1,0,0,1,1,0,6,2
69099,38,30,2,3,0,7,4,10,11,6
69100,281,201,54,8,4,5,15,54,173,34
69102,15,7,5,0,0,0,2,1,10,2
69103,46,37,3,0,0,14,4,6,18,4
69104,8,7,0,0,0,4,1,1,0,2
69105,33,26,3,0,0,0,3,4,18,8
69106,26,17,2,1,0,4,3,5,11,3
69107,50,37,7,3,0,0,5,7,30,8
69108,35,28,3,0,0,8,4,4,15,4
69109,23,16,5,0,0,8,2,4,7,2
69110,42,32,2,1,0,7,2,12,17,4
69111,35,30,1,0,0,1,3,3,24,4
69112,208,144,40,10,0,2,26,31,128,21
69113,23,16,2,1,0,1,2,7,10,3
69115,311,225,50,5,2,3,18,36,229,25
69116,527,292,156,35,9,1,15,44,435,32
69117,231,177,35,6,0,0,18,32,167,14
69118,64,50,10,2,0,2,11,8,37,6
69119,16,14,1,0,0,6,1,3,4,2
69120,14,10,1,0,0,2,1,1,8,2
69121,125,90,22,3,0,1,13,18,84,9
69122,50,40,6,0,0,5,4,9,25,7
69124,5,5,0,0,0,1,0,1,1,2
69125,61,46,12,0,0,0,6,16,35,4
69126,20,18,0,0,0,3,2,3,10,2
69127,100,68,12,5,4,3,3,3,73,18
69130,7,6,0,0,0,0,1,0,5,1
69131,124,102,12,1,1,4,15,30,61,14
69132,17,12,2,1,0,1,4,5,4,3
69133,161,121,19,2,0,4,16,44,86,11
69134,6,5,1,0,0,1,0,0,3,2
69135,61,47,5,2,0,11,7,9,23,11
69136,112,74,27,4,1,0,18,19,66,9
69137,14,8,2,1,0,3,1,1,6,3
69138,14,10,0,0,0,5,1,1,5,2
69139,48,39,4,0,1,4,6,12,19,7
69140,59,45,8,1,0,6,2,10,36,5
69141,290,211,45,10,0,8,44,44,161,33
69142,127,93,17,3,0,1,1,22,89,14
69143,328,257,42,9,0,0,23,31,230,44
69145,28,22,3,0,0,14,0,2,6,6
69148,63,49,4,0,0,5,5,10,36,7
69149,693,521,88,26,3,0,40,67,476,110
69151,36,30,3,0,0,7,2,13,10,4
69152,281,195,46,8,7,1,19,44,180,37
69153,29,23,2,0,0,3,2,3,15,6
69154,54,42,3,2,0,3,4,7,33,7
69155,31,24,3,1,0,3,1,7,16,4
69156,60,44,14,1,0,2,6,12,33,7
69157,170,122,25,5,0,4,23,27,99,17
69159,99,82,6,1,0,5,5,24,56,9
69160,36,31,2,0,0,0,8,9,15,4
69161,14,13,1,0,0,3,1,2,5,3
69162,76,58,7,1,0,15,5,18,35,3
69163,113,92,11,4,0,4,16,37,50,6
69164,5,5,0,0,0,0,0,0,3,2
69165,39,31,2,0,0,17,4,3,12,3
69166,8,7,1,0,0,0,0,0,5,3
69167,16,16,0,0,0,2,3,2,7,2
69168,41,31,4,1,0,0,1,4,33,3
69169,20,14,3,0,0,5,1,4,7,3
69170,29,23,2,0,0,10,3,3,10,3
69171,72,56,11,2,0,0,5,12,39,16
69172,15,11,2,0,0,1,0,7,5,2
69173,41,30,8,0,0,5,8,8,17,3
69174,18,13,3,1,0,1,1,1,7,8
69175,86,63,12,3,1,4,16,19,39,8
69176,87,70,5,3,0,5,8,21,41,12
69177,34,26,5,0,0,2,1,5,20,6
69178,33,23,6,2,0,1,5,7,18,2
69179,91,70,12,2,0,4,10,19,50,8
69180,7,6,1,0,0,3,0,1,1,2
69181,3,2,0,0,0,0,0,2,0,1
69182,16,14,1,0,0,4,2,3,4,3
69183,5,5,0,0,0,2,0,0,1,2
69184,22,17,1,0,0,5,3,3,7,4
69186,9,8,0,0,0,1,0,1,5,2
69187,19,16,2,0,0,3,2,2,9,3
69188,14,9,3,1,0,0,1,3,6,4
69189,72,58,7,1,1,1,5,8,35,23
69190,63,44,13,4,0,0,14,11,33,5
69191,190,148,12,5,3,0,5,5,158,22
69192,5,4,0,0,0,1,0,1,2,1
69193,19,15,1,1,0,3,0,5,9,2
69194,307,230,40,8,2,0,8,23,254,22
69196,21,18,1,0,0,1,5,4,8,3
69197,84,65,7,0,0,19,9,16,32,8
69198,18,14,2,0,0,6,0,1,9,2
69199,536,382,80,22,6,0,57,140,304,35
69200,42,32,6,1,0,1,6,10,21,4
69201,69,51,11,3,0,0,9,8,38,14
69202,549,423,62,14,2,0,14,30,404,101
69203,23,15,5,1,0,0,4,5,12,2
69204,766,540,135,28,7,4,66,71,552,73
69205,123,94,18,4,0,1,7,26,75,14
69206,185,150,23,4,1,8,24,40,99,14
69207,56,45,6,1,0,0,6,8,33,9
69208,44,29,9,1,2,3,6,6,23,6
69209,24,18,5,1,0,4,4,2,9,5
69212,9,9,0,0,0,1,1,2,3,2
69214,27,20,7,0,0,1,5,3,14,4
69215,28,23,1,0,0,4,1,8,13,2
69216,15,11,0,0,0,1,2,4,4,4
69217,17,16,1,0,0,1,3,4,6,3
69218,52,39,4,1,0,16,4,9,21,2
69219,71,52,12,3,0,6,8,8,41,8
69220,92,64,24,3,0,7,12,12,45,16
69225,13,9,3,0,0,0,4,2,5,2
69227,179,128,34,3,1,30,16,14,97,22
69228,113,86,10,2,0,24,9,18,49,13
69229,23,17,2,0,0,0,4,8,9,2
69230,5,5,0,0,0,0,0,2,1,2
69231,38,34,2,1,0,1,6,9,16,6
69233,32,26,3,0,0,0,1,2,24,5
69234,54,37,14,1,0,3,12,8,25,6
69235,84,62,13,0,1,5,4,15,49,11
69236,9,7,2,0,0,0,2,0,4,3
69238,173,117,42,6,0,1,25,25,96,26
69239,35,25,4,0,0,4,6,3,17,5
69240,16,11,3,1,0,1,5,0,8,2
69241,117,90,16,3,0,4,10,33,61,9
69242,30,22,6,1,0,6,1,3,18,2
69243,390,292,54,12,4,1,43,43,239,64
69244,766,570,111,22,1,1,22,48,605,90
69245,22,18,1,0,0,1,3,4,12,2
69246,47,36,6,0,0,4,5,6,26,6
69248,175,121,35,9,0,4,28,24,87,32
69249,96,82,9,1,0,15,3,28,42,8
69250,161,111,34,4,1,0,12,5,132,12
69252,11,11,0,0,0,1,1,4,3,2
69253,18,16,1,0,0,7,0,1,8,2
69254,21,13,3,0,0,0,4,3,10,4
69255,193,143,26,6,1,9,20,33,108,23
69256,1766,1141,396,61,9,2,180,340,1095,149
69257,26,20,2,0,0,7,0,6,9,4
69258,8,7,0,0,0,3,0,0,3,2
69259,1644,1052,333,95,19,0,141,301,987,215
69260,111,86,9,5,0,1,5,20,62,23
69261,4,3,1,0,0,0,0,0,2,2
69263,23,16,4,1,0,3,1,5,12,2
69264,1695,1233,277,56,6,4,127,133,1243,188
69265,14,12,1,0,0,1,1,2,8,2
69266,4528,3079,721,184,47,1,237,586,3182,522
69267,145,116,11,0,0,55,6,4,63,17
69268,193,121,47,7,0,1,25,25,130,12
69269,26,21,2,0,0,2,3,4,14,3
69270,261,160,64,21,2,2,29,19,199,12
69271,779,513,190,31,7,0,128,116,499,36
69272,90,66,10,4,1,4,6,19,51,10
69273,538,297,167,40,5,0,58,48,405,27
69275,1004,713,193,38,3,2,118,160,637,87
69276,271,176,53,19,2,3,38,56,150,24
69277,619,400,141,36,4,3,88,76,416,36
69278,242,165,41,14,2,0,39,56,139,8
69279,200,134,39,14,3,1,25,35,116,23
69280,51,40,6,0,0,2,2,15,27,5
69281,66,42,15,1,0,2,3,8,43,10
69282,956,666,170,45,9,2,118,148,606,82
69283,442,297,101,17,2,0,48,68,295,31
69284,72,48,9,4,0,0,8,16,39,9
69285,237,155,49,12,2,7,40,42,133,15
69286,857,573,173,47,4,7,63,115,562,110
69287,366,267,65,9,1,0,36,49,260,21
69288,216,158,38,5,0,0,22,33,143,18
69289,183,125,38,9,0,3,28,28,114,10
69290,2206,1331,568,135,33,3,212,267,1588,136
69291,212,158,37,5,2,6,26,32,125,23
69292,101,78,11,2,0,0,4,15,69,13
69293,31,23,4,0,0,0,0,4,23,4
69294,87,66,13,3,0,1,10,9,60,7
69295,31,22,3,0,0,4,0,7,18,2
69296,102,74,17,4,2,3,3,12,71,13
69297,134,100,24,3,0,0,21,33,74,6
69298,107,64,23,3,1,0,12,19,69,7
69299,235,140,51,18,8,3,17,21,175,19
69381,1955,1432,194,32,6,1,71,31,1697,155
69382,4285,3221,636,100,18,2,118,83,3807,275
69383,5183,3574,836,212,56,4,159,197,4296,527
69384,1335,1011,135,15,3,0,59,49,1093,134
69385,1291,976,133,39,10,0,46,52,1019,174
69386,4064,3115,494,96,22,1,114,187,3369,393
69387,3644,2499,609,160,40,1,165,199,2905,374
69388,1879,1346,259,74,20,0,71,159,1281,368
69389,2314,1541,425,98,22,3,91,122,1834,264
70001,4,4,0,0,0,1,0,1,1,1
70002,19,18,0,1,0,8,1,2,5,3
70003,4,3,0,0,0,1,0,1,1,1
70004,7,5,1,0,0,3,0,1,1,2
70005,6,6,0,0,0,4,0,1,0,1
70006,31,25,4,1,0,5,8,5,9,4
70007,5,5,0,0,0,3,0,1,0,1
70008,2,2,0,0,0,0,0,0,1,1
70009,4,4,0,0,0,2,0,0,1,1
70010,3,3,0,0,0,2,0,0,0,1
70011,4,3,0,0,0,0,1,0,1,2
70012,19,13,3,1,0,4,2,1,6,6
70013,1,1,0,0,0,0,0,0,0,1
70014,7,7,0,0,0,0,0,5,0,2
70015,5,4,0,1,0,0,1,0,2,2
70016,5,5,0,0,0,3,0,1,0,1
70017,4,4,0,0,0,2,0,1,0,1
70018,12,10,2,0,0,1,0,5,5,1
70019,1,1,0,0,0,0,0,0,0,1
70020,8,7,0,0,0,0,0,4,3,1
70021,3,3,0,0,0,2,0,0,0,1
70022,5,3,0,0,0,3,0,0,1,1
70023,3,3,0,0,0,2,0,0,0,1
70024,10,8,2,0,0,2,1,2,2,3
70025,3,3,0,0,0,2,0,0,0,1
70026,106,78,22,2,3,3,20,11,63,9
70027,4,4,0,0,0,2,0,1,0,1
70028,2,2,0,0,0,0,0,0,0,2
70029,4,4,0,0,0,0,0,1,1,2
70030,1,1,0,0,0,0,0,0,0,1
70031,15,14,0,0,0,4,2,2,4,3
70032,1,1,0,0,0,0,0,0,0,1
70035,8,6,1,0,0,4,1,0,2,1
70036,1,1,0,0,0,0,0,0,0,1
70037,9,5,3,0,0,0,2,2,2,3
70038,6,6,0,0,0,1,0,0,2,3
70039,4,3,0,0,0,1,0,1,1,1
70040,2,2,0,0,0,0,0,0,1,1
70041,19,19,0,0,0,5,3,0,7,4
70042,2,2,0,0,0,0,0,1,0,1
70043,5,4,0,0,0,1,0,3,0,1
70044,7,5,1,0,0,1,2,0,2,2
70045,3,3,0,0,0,0,0,0,2,1
70046,11,10,0,1,0,1,2,4,3,1
70047,3,2,0,0,0,1,0,0,1,1
70048,3,3,0,0,0,0,0,0,2,1
70049,5,4,0,0,0,4,0,0,0,1
70050,3,2,0,0,0,1,0,0,1,1
70051,2,2,0,0,0,1,0,0,0,1
70052,1,1,0,0,0,0,0,0,0,1
70053,6,5,0,0,0,4,0,1,0,1
70054,4,4,0,0,0,1,1,0,1,1
70055,6,5,0,0,0,0,1,3,0,2
70056,3,3,0,0,0,0,1,0,1,1
70057,2,2,0,0,0,0,0,0,1,1
70058,12,9,0,1,0,2,2,3,2,3
70059,18,14,4,0,0,4,4,2,6,2
70060,3,3,0,0,0,0,0,1,1,1
70061,4,4,0,0,0,0,1,0,2,1
70062,5,5,0,0,0,1,0,1,1,2
70063,3,3,0,0,0,0,1,1,0,1
70064,1,1,0,0,0,0,0,0,0,1
70065,2,2,0,0,0,1,0,0,0,1
70066,4,4,0,0,0,1,0,2,0,1
70067,3,3,0,0,0,1,0,0,1,1
70069,2,1,0,0,0,0,0,0,1,1
70070,1,1,0,0,0,0,0,0,0,1
70071,2,1,0,0,0,0,0,0,1,1
70072,4,3,0,0,0,1,0,0,2,1
70074,2,2,0,0,0,0,1,0,0,1
70075,5,4,0,0,0,2,0,1,1,1
70076,9,7,0,0,0,4,1,2,1,1
70077,4,4,0,0,0,2,0,0,1,1
70078,5,4,0,0,0,3,0,1,0,1
70079,9,8,1,0,0,3,0,2,2,2
70080,5,4,0,0,0,2,0,1,1,1
70081,7,7,0,0,0,3,0,0,1,3
70082,3,2,0,0,0,1,0,0,1,1
70083,9,9,0,0,0,3,1,1,1,3
70084,9,6,2,0,0,0,1,2,4,2
70085,9,7,1,0,0,1,2,2,2,2
70086,2,2,0,0,0,1,0,0,0,1
70087,5,5,0,0,0,4,0,0,0,1
70088,4,4,0,0,0,1,0,2,0,1
70089,2,2,0,0,0,1,0,0,0,1
70090,3,3,0,0,0,2,0,0,0,1
70091,2,2,0,0,0,1,0,0,0,1
70092,4,3,0,0,0,0,0,2,1,1
70093,18,15,1,0,1,0,1,4,9,4
70094,3,3,0,0,0,0,1,0,0,2
70095,6,4,1,0,0,0,1,1,2,2
70096,11,9,2,0,0,0,1,3,5,2
70097,5,4,0,0,0,0,0,2,1,2
70098,2,2,0,0,0,0,0,0,1,1
70099,1,1,0,0,0,0,0,0,0,1
70100,2,2,0,0,0,1,0,0,0,1
70101,3,2,1,0,0,0,1,1,0,1
70102,8,8,0,0,0,1,0,2,4,1
70103,3,3,0,0,0,1,0,1,0,1
70104,19,16,2,1,0,2,1,1,12,3
70105,1,1,0,0,0,0,0,0,0,1
70106,2,2,0,0,0,0,1,0,0,1
70107,6,4,0,0,0,0,0,0,5,1
70109,4,4,0,0,0,2,1,0,0,1
70111,4,3,0,0,0,1,0,0,2,1
70112,3,3,0,0,0,2,0,0,0,1
70113,5,5,0,0,0,2,0,0,2,1
70114,5,4,0,0,0,2,0,1,1,1
70115,5,4,0,0,0,0,0,3,1,1
70116,11,10,0,0,0,1,2,0,5,3
70117,13,10,2,0,0,0,2,2,7,2
70118,3,2,0,0,0,0,0,2,0,1
70119,3,2,0,0,0,1,0,0,0,2
70120,56,47,8,1,0,6,10,11,17,12
70121,4,4,0,0,0,0,1,1,0,2
70122,63,47,5,1,0,17,12,10,18,6
70124,2,2,0,0,0,1,0,0,0,1
70125,3,2,1,0,0,0,0,2,0,1
70126,2,2,0,0,0,0,0,1,0,1
70127,4,4,0,0,0,0,2,0,1,1
70128,9,9,0,0,0,1,3,3,1,1
70129,6,5,0,0,0,3,0,1,1,1
70130,15,11,1,2,0,4,2,1,4,4
70132,10,8,1,0,0,3,1,3,1,2
70133,5,3,0,0,0,3,0,0,1,1
70134,5,4,0,0,0,2,0,2,0,1
70135,2,2,0,0,0,1,0,0,0,1
70136,10,8,2,0,0,1,1,3,3,2
70137,8,6,0,0,0,1,0,0,5,2
70138,6,5,0,1,0,0,1,0,4,1
70140,2,2,0,0,0,1,0,0,0,1
70141,2,2,0,0,0,0,0,0,0,2
70142,4,4,0,0,0,1,0,2,0,1
70143,4,4,0,0,0,1,0,0,2,1
70144,1,1,0,0,0,0,0,0,0,1
70145,5,4,1,0,0,0,1,0,3,1
70146,1,1,0,0,0,0,0,0,0,1
70147,3,2,0,0,0,1,0,2,0,0
70148,4,4,0,0,0,0,1,0,2,1
70149,8,8,0,0,0,0,1,2,3,2
70150,4,3,0,0,0,1,1,0,1,1
70151,3,2,0,0,0,2,0,0,0,1
70152,5,3,1,0,0,1,0,1,1,2
70153,4,3,1,0,0,0,2,0,1,1
70154,8,6,1,0,0,3,1,1,1,2
70155,16,14,2,0,0,2,2,1,6,5
70156,2,2,0,0,0,1,0,0,0,1
70157,6,5,1,0,0,0,2,0,1,3
70158,2,2,0,0,0,0,1,0,0,1
70159,3,3,0,0,0,1,0,0,0,2
70160,3,3,0,0,0,0,0,0,0,3
70162,8,6,1,0,0,0,0,2,4,2
70163,12,8,1,0,0,2,1,2,4,3
70164,2,2,0,0,0,0,0,0,1,1
70165,24,17,7,0,0,0,2,2,12,8
70166,2,2,0,0,0,0,0,1,0,1
70167,3,3,0,0,0,0,1,1,0,1
70168,22,19,0,1,0,5,3,2,6,6
70169,4,4,0,0,0,1,0,1,1,1
70170,5,5,0,0,0,2,0,0,2,1
70171,37,23,10,2,0,1,8,4,20,4
70172,1,1,0,0,0,0,0,0,0,1
70174,5,4,0,0,0,2,0,1,1,1
70175,4,3,0,0,0,3,0,0,0,1
70176,5,2,2,0,0,1,2,0,1,1
70177,26,21,4,0,0,2,4,2,15,3
70178,15,10,3,1,0,1,5,2,4,3
70179,6,5,0,0,0,1,0,0,4,1
70180,8,8,0,0,0,1,2,0,2,3
70181,4,3,0,0,0,1,1,1,0,1
70182,2,2,0,0,0,1,0,0,0,1
70183,2,2,0,0,0,0,0,1,0,1
70184,8,7,1,0,0,0,1,1,3,3
70185,3,2,0,0,0,1,0,0,1,1
70186,2,2,0,0,0,1,0,0,0,1
70187,2,2,0,0,0,1,0,0,0,1
70188,2,2,0,0,0,1,0,0,0,1
70189,3,3,0,0,0,1,0,1,0,1
70190,14,10,1,0,0,3,2,3,4,2
70192,8,5,0,0,0,5,0,1,1,1
70193,3,2,1,0,0,0,0,1,1,1
70194,1,1,0,0,0,0,0,0,0,1
70195,4,3,0,0,0,1,0,1,1,1
70196,8,6,0,0,0,2,1,1,3,1
70197,17,13,0,0,0,4,4,3,3,3
70198,69,49,13,4,0,5,6,7,38,13
70199,4,3,0,0,0,1,0,0,2,1
70200,1,1,0,0,0,1,0,0,0,0
70201,10,8,1,0,0,2,0,4,2,2
70202,3,2,1,0,0,0,1,1,0,1
70203,4,4,0,0,0,1,0,0,1,2
70204,4,3,0,0,0,2,0,1,0,1
70205,4,4,0,0,0,0,0,1,1,2
70206,4,4,0,0,0,0,0,0,1,3
70207,35,30,4,0,0,0,3,7,16,9
70208,6,6,0,0,0,0,0,2,2,2
70210,4,4,0,0,0,0,0,2,1,1
70211,1,1,0,0,0,0,0,0,0,1
70213,7,5,1,0,0,3,0,0,3,1
70214,2,2,0,0,0,1,0,0,0,1
70215,2,2,0,0,0,0,0,0,0,2
70216,5,5,0,0,0,1,0,2,1,1
70217,2,2,0,0,0,1,0,0,0,1
70218,3,2,0,0,0,1,0,0,1,1
70219,23,18,2,0,0,3,2,4,11,3
70220,3,2,0,0,0,0,0,1,0,2
70221,5,4,0,0,0,0,0,2,1,2
70222,3,3,0,0,0,0,0,1,1,1
70224,15,11,1,0,0,0,1,1,9,4
70225,2,2,0,0,0,1,0,0,0,1
70226,5,5,0,0,0,1,1,1,0,2
70227,11,6,3,1,0,0,1,0,6,4
70228,28,24,4,0,0,1,5,2,16,4
70229,2,2,0,0,0,1,0,0,0,1
70230,2,2,0,0,0,0,0,0,1,1
70231,1,1,0,0,0,0,0,0,0,1
70232,4,3,1,0,0,1,0,1,1,1
70233,3,3,0,0,0,1,0,1,0,1
70234,4,4,0,0,0,1,0,1,1,1
70235,3,3,0,0,0,1,0,0,0,2
70236,8,7,0,0,0,3,2,0,1,2
70237,3,3,0,0,0,1,0,1,0,1
70238,2,2,0,0,0,0,0,1,0,1
70239,3,3,0,0,0,2,0,0,0,1
70240,20,11,3,1,0,4,2,1,8,5
70242,6,6,0,0,0,1,1,0,3,1
70243,4,4,0,0,0,1,0,0,2,1
70244,2,2,0,0,0,1,0,0,0,1
70245,81,56,15,4,0,12,12,8,37,12
70247,5,4,0,0,0,1,0,0,1,3
70248,25,20,2,0,0,1,2,4,14,4
70249,3,2,0,0,0,1,0,1,0,1
70250,11,10,1,0,0,1,1,1,3,5
70251,1,1,0,0,0,0,0,0,1,0
70252,7,4,1,1,0,2,0,2,2,1
70253,7,5,1,1,0,2,0,0,1,4
70254,2,2,0,0,0,0,0,0,1,1
70255,13,10,2,0,0,0,2,1,7,3
70256,13,12,1,0,0,1,3,3,4,2
70257,17,14,1,1,0,1,2,4,5,5
70258,63,41,13,4,0,1,17,6,35,4
70259,2,2,0,0,0,0,1,0,0,1
70260,13,11,2,0,0,1,1,3,7,1
70261,29,20,7,0,1,0,1,4,15,9
70262,5,2,0,0,0,2,2,0,0,1
70263,8,6,1,0,0,0,0,2,4,2
70264,2,2,0,0,0,1,0,0,0,1
70265,4,3,0,0,0,1,1,0,1,1
70267,23,14,6,1,1,4,3,4,8,4
70268,2,2,0,0,0,0,0,1,0,1
70269,1,1,0,0,0,0,0,0,0,1
70271,4,2,1,0,0,1,0,1,1,1
70272,6,6,0,0,0,1,0,1,3,1
70273,4,3,0,0,0,3,0,0,0,1
70274,2,1,1,0,0,0,0,1,0,1
70275,5,5,0,0,0,0,1,1,0,3
70276,2,2,0,0,0,0,0,0,0,2
70277,6,4,2,0,0,1,0,0,3,2
70278,2,2,0,0,0,1,0,0,0,1
70279,297,200,60,14,1,1,17,21,190,68
70280,13,11,2,0,0,0,1,3,6,3
70282,54,41,10,1,1,2,5,9,26,12
70283,6,5,1,0,0,0,2,0,3,1
70284,4,3,0,0,0,0,0,1,1,2
70285,263,168,52,19,2,1,32,22,161,47
70286,2,2,0,0,0,1,0,0,0,1
70287,3,2,0,0,0,1,0,0,1,1
70288,3,3,0,0,0,1,0,0,1,1
70289,5,5,0,0,0,2,0,0,1,2
70290,10,9,1,0,0,2,1,3,3,1
70291,2,1,0,0,0,1,0,0,0,1
70292,78,50,13,3,0,4,4,5,48,17
70293,1,1,0,0,0,0,0,0,0,1
70294,4,3,1,0,0,0,1,1,1,1
70295,2,2,0,0,0,0,0,1,0,1
70296,8,3,2,1,0,1,3,0,3,1
70297,6,6,0,0,0,3,1,0,0,2
70298,6,5,0,0,0,0,1,2,2,1
70299,18,16,1,0,0,0,3,1,5,9
70301,2,2,0,0,0,0,0,1,0,1
70302,3,3,0,0,0,1,0,1,0,1
70303,2,2,0,0,0,0,0,0,1,1
70304,3,1,1,0,0,1,0,1,0,1
70305,4,4,0,0,0,2,0,0,1,1
70306,5,5,0,0,0,0,0,3,1,1
70307,3,3,0,0,0,2,0,0,0,1
70308,8,4,2,0,0,0,3,1,2,2
70309,10,8,1,0,0,1,2,0,4,3
70310,391,277,75,14,1,1,25,40,251,74
70311,322,235,48,12,0,3,27,14,224,54
70312,7,7,0,0,0,0,1,1,2,3
70313,6,6,0,0,0,1,0,1,3,1
70314,2,2,0,0,0,0,1,0,0,1
70315,7,5,1,1,0,0,1,1,3,2
70316,2,2,0,0,0,1,0,0,0,1
70317,5,4,0,0,0,0,0,1,3,1
70318,8,3,3,0,0,0,1,2,4,1
70319,3,3,0,0,0,0,0,1,1,1
70320,1,1,0,0,0,0,0,0,0,1
70321,11,8,1,0,2,0,2,2,3,4
70322,7,6,1,0,0,2,0,1,1,3
70323,9,9,0,0,0,2,0,0,6,1
70324,14,12,0,0,0,3,4,1,3,3
70325,6,6,0,0,0,1,0,2,1,2
70326,3,2,0,0,0,1,0,0,1,1
70327,1,1,0,0,0,0,0,0,0,1
70328,6,6,0,0,0,1,2,1,1,1
70329,5,5,0,0,0,1,0,0,3,1
70330,4,3,0,0,0,1,0,1,1,1
70331,15,11,2,0,0,3,1,0,9,2
70332,3,2,0,0,0,2,0,0,0,1
70334,72,44,18,3,0,1,14,9,41,7
70335,3,3,0,0,0,2,0,0,0,1
70336,3,3,0,0,0,1,0,0,0,2
70337,6,4,1,0,0,2,0,1,2,1
70338,3,2,0,0,0,2,0,0,0,1
70339,63,46,10,1,1,1,4,9,35,14
70340,5,3,1,0,0,1,0,1,1,2
70341,5,3,0,0,0,1,0,0,2,2
70342,4,4,0,0,0,1,0,1,0,2
70343,9,7,2,0,0,3,2,1,2,1
70344,4,4,0,0,0,1,0,0,1,2
70347,3,3,0,0,0,1,0,1,0,1
70348,13,12,1,0,0,2,1,2,5,3
70349,4,3,0,1,0,2,0,0,0,2
70350,2,2,0,0,0,1,0,0,0,1
70351,5,5,0,0,0,2,0,0,1,2
70352,0,0,0,0,0,0,0,0,0,0
70353,10,8,1,1,0,2,0,0,4,4
70355,3,3,0,0,0,0,0,2,0,1
70356,3,3,0,0,0,0,0,0,1,2
70357,20,13,4,1,0,1,2,3,8,6
70358,2,2,0,0,0,1,0,0,0,1
70359,2,2,0,0,0,0,0,0,1,1
70360,4,3,1,0,0,0,0,2,1,1
70361,4,3,0,0,0,1,0,2,0,1
70362,2,2,0,0,0,0,0,1,0,1
70363,10,8,2,0,0,1,1,1,5,2
70364,7,4,0,0,0,5,0,0,1,1
70366,5,4,0,0,0,0,0,2,2,1
70367,5,4,1,0,0,2,1,0,1,1
70368,1,1,0,0,0,0,0,0,0,1
70369,2,2,0,0,0,1,0,0,0,1
70371,2,2,0,0,0,1,0,0,0,1
70372,7,6,0,0,0,5,0,0,1,1
70373,10,6,0,0,0,2,2,0,3,3
70374,3,2,1,0,0,0,0,1,1,1
70376,4,3,1,0,0,0,0,0,1,3
70378,39,30,4,1,0,2,5,1,25,6
70380,4,4,0,0,0,1,0,1,0,2
70381,4,3,0,1,0,1,0,0,1,2
70383,8,6,1,0,0,0,1,1,4,2
70384,8,7,1,0,0,1,1,0,4,2
70385,2,1,0,0,0,0,0,0,1,1
70386,2,2,0,0,0,1,0,0,0,1
70387,25,19,4,1,0,0,7,1,12,5
70388,124,90,27,4,0,0,10,22,78,14
70389,1,1,0,0,0,0,0,0,0,1
70390,11,9,1,0,0,1,1,1,3,5
70392,1,1,0,0,0,0,0,0,0,1
70393,10,6,2,0,0,2,1,1,4,2
70394,6,6,0,0,0,5,0,0,0,1
70395,2,2,0,0,0,1,0,0,0,1
70396,1,1,0,0,0,0,0,0,0,1
70397,2,2,0,0,0,0,0,1,0,1
70398,3,3,0,0,0,1,0,0,1,1
70399,4,3,0,0,0,2,0,1,0,1
70400,2,1,0,0,0,1,0,0,0,1
70401,3,3,0,0,0,2,0,0,0,1
70402,9,7,1,0,0,2,1,0,4,2
70403,3,3,0,0,0,0,0,2,0,1
70404,11,9,0,1,0,0,2,1,6,2
70405,4,3,0,0,0,0,0,0,2,2
70406,1,1,0,0,0,0,0,0,0,1
70407,4,4,0,0,0,0,0,0,2,2
70408,42,35,5,0,0,1,7,5,23,6
70409,5,4,0,0,0,3,0,0,0,2
70410,10,7,0,0,0,1,1,3,3,2
70411,1,1,0,0,0,0,0,0,0,1
70412,1,1,0,0,0,0,0,0,0,1
70413,34,25,6,1,0,1,8,9,14,2
70414,8,6,1,0,0,0,2,1,2,3
70415,11,9,1,1,0,2,1,2,2,4
70416,3,1,0,0,0,2,0,0,0,1
70417,4,4,0,0,0,0,1,2,0,1
70418,7,7,0,0,0,3,0,0,1,3
70419,2,2,0,0,0,0,0,0,0,2
70420,4,4,0,0,0,3,0,0,0,1
70421,67,45,15,2,1,1,12,6,34,14
70422,3,3,0,0,0,1,1,0,0,1
70423,3,3,0,0,0,1,0,0,1,1
70425,2,2,0,0,0,0,0,0,0,2
70426,5,5,0,0,0,0,2,1,1,1
70427,2,2,0,0,0,0,0,0,0,2
70428,95,66,21,0,1,1,5,4,82,3
70429,7,6,0,0,0,2,0,0,3,2
70430,5,4,1,0,0,1,0,1,2,1
70431,7,5,0,0,0,1,0,3,2,1
70432,4,4,0,0,0,0,0,1,2,1
70433,17,13,3,0,0,1,0,3,10,3
70435,20,17,3,0,0,3,2,2,9,4
70436,2,2,0,0,0,1,0,0,0,1
70437,2,2,0,0,0,1,0,0,0,1
70438,4,2,2,0,0,0,1,1,0,2
70439,8,7,0,0,0,2,2,2,1,1
70440,2,2,0,0,0,0,0,0,1,1
70441,7,6,0,0,0,3,0,1,1,2
70442,3,3,0,0,0,0,1,0,1,1
70443,1,1,0,0,0,0,0,0,0,1
70444,3,3,0,0,0,1,0,0,0,2
70445,2,2,0,0,0,0,0,0,1,1
70446,9,7,1,0,0,3,0,1,2,3
70447,116,81,22,3,0,3,17,10,72,14
70448,4,3,0,0,0,1,0,0,0,3
